pre_gained,pre_mins,pre_hours,temp,grad_mean,dur,length,vam,kph,score,pre_score,cat
34,5,0,11.0,5,67,259,698,13.9,1295,0,-
65,7,0,11.0,8,310,795,743,9.2,6360,1295,-
141,12,0,11.0,6,181,536,656,10.6,3216,7655,-
179,15,0,11.0,3,125,613,633,17.6,1839,10871,-
226,19,0,11.0,5,124,421,725,12.2,2105,12710,-
255,21,0,11.0,15,61,146,1357,8.6,2190,14815,-
376,29,0,10.626373626373626,1,90,569,360,22.7,569,17005,-
8,1,0,11.0,8,81,220,844,9.7,1760,0,-
49,4,0,11.0,6,90,271,720,10.8,1626,1760,-
134,13,0,11.0,7,76,286,994,13.5,2002,3386,-
187,17,0,11.0,5,91,369,791,14.5,1845,5388,-
231,20,0,11.0,5,62,278,870,16.1,1390,7233,-
267,22,0,11.0,4,62,319,812,18.5,1276,8623,-
311,26,0,11.0,3,140,677,591,17.4,2031,9899,-
338,28,0,11.0,2,71,293,405,14.8,586,11930,-
375,31,0,10.0,5,78,284,738,13.1,1420,12516,-
407,34,0,10.0,4,86,301,627,12.6,1204,13936,-
425,35,0,10.0,6,80,321,900,14.4,1926,15140,-
451,37,0,10.0,4,197,764,603,13.9,3056,17066,-
488,41,0,10.0,3,295,1084,488,13.2,3252,20122,-
535,46,0,10.0,4,100,368,540,13.2,1472,23374,-
588,53,0,10.0,3,212,982,509,16.6,2946,24846,-
661,66,1,10.0,8,69,186,782,9.7,1488,27792,-
682,67,1,10.0,7,93,303,851,11.7,2121,29280,-
753,74,1,10.0,1,131,740,357,20.3,740,31401,-
806,79,1,10.0,11,174,306,703,6.3,3366,32141,-
843,82,1,10.0,14,91,159,909,6.2,2226,35507,-
868,84,1,10.0,8,111,264,745,8.5,2112,37733,-
914,91,1,10.0,13,490,832,830,6.1,10816,39845,4
1102,106,1,10.0,9,541,1133,712,7.5,10197,50661,4
1297,127,2,11.0,8,111,263,745,8.5,2104,60858,-
1330,129,2,11.0,6,77,214,654,10.0,1284,62962,-
1356,131,2,11.0,8,150,322,624,7.7,2576,64246,-
1410,142,2,11.0,4,67,250,591,13.4,1000,66822,-
1451,147,2,11.0,3,285,1124,492,14.1,3372,67822,-
1515,155,2,10.0,8,137,234,551,6.1,1872,71194,-
1538,157,2,10.0,3,269,983,428,13.1,2949,73066,-
1582,163,2,10.0,3,61,245,472,14.4,735,76015,-
1593,164,2,10.0,4,123,453,556,13.2,1812,76750,-
1618,167,2,10.0,6,168,526,750,11.2,3156,78562,-
1725,186,3,10.0,7,75,192,720,9.2,1344,81718,-
1809,194,3,10.0,4,273,970,606,12.7,3880,83062,-
1981,210,3,10.0,2,67,350,537,18.8,700,86942,-
2007,213,3,11.0,7,66,154,654,8.4,1078,87642,-
2049,215,3,11.0,5,196,628,624,11.5,3140,88720,-
2092,219,3,11.0,7,432,1128,683,9.3,7896,91860,-
2241,235,3,11.0,7,175,466,740,9.5,3262,99756,-
2292,239,3,11.0,4,305,892,519,10.5,3568,103018,-
2353,245,4,11.0,3,68,97,158,5.1,291,106586,-
2357,248,4,11.0,4,75,231,480,11.0,924,106877,-
2371,249,4,11.0,2,217,954,398,15.8,1908,107801,-
2405,253,4,11.0,4,65,208,553,11.5,832,109709,-
2437,256,4,11.0,4,229,797,550,12.5,3188,110541,-
2505,266,4,11.0,3,69,290,521,15.1,870,113729,-
2525,268,4,11.0,1,93,467,348,18.0,467,114599,-
2553,273,4,10.0,2,134,597,349,16.0,1194,115066,-
2569,276,4,10.0,2,65,310,443,17.1,620,116260,-
2583,278,4,10.0,6,83,274,737,11.8,1644,116880,-
2646,295,4,10.0,8,213,410,591,6.9,3280,118524,-
2709,304,5,11.0,5,80,180,405,8.1,900,121804,-
2745,311,5,11.0,7,67,204,859,10.9,1428,122704,-
2779,313,5,11.0,6,80,215,675,9.6,1290,124132,-
2797,314,5,11.0,6,122,372,708,10.9,2232,125422,-
20,1,0,7.0,4,93,360,658,13.9,1440,0,-
41,3,0,7.0,4,932,3894,610,15.0,15576,1440,4
247,28,0,7.0,6,129,415,781,11.5,2490,17016,-
293,31,0,7.0,2,97,466,482,17.2,932,19506,-
315,34,0,7.0,5,185,668,681,12.9,3340,20438,-
361,38,0,7.0,8,98,272,808,9.9,2176,23778,-
427,44,0,7.0,4,60,302,900,18.1,1208,25954,-
573,55,0,7.0,3,66,338,600,18.4,1014,27162,-
591,59,0,7.0,6,97,327,779,12.1,1962,28176,-
663,68,1,7.0,15,198,352,1000,6.3,5280,30138,-
731,72,1,7.0,21,89,165,1456,6.6,3465,35418,-
840,78,1,7.0,5,331,1169,652,12.7,5845,38883,-
947,90,1,7.996226415094339,4,528,1801,606,12.2,7204,44728,-
1051,100,1,8.0,4,132,471,600,12.8,1884,51932,-
1079,103,1,8.0,6,158,463,706,10.5,2778,53816,-
1113,109,1,8.0,6,80,264,810,11.8,1584,56594,-
1135,110,1,8.0,8,198,438,709,7.9,3504,58178,-
1184,116,1,8.0,5,213,677,625,11.4,3385,61682,-
1226,119,1,8.820224719101123,5,87,353,786,14.6,1765,65067,-
1248,122,2,9.0,7,312,634,553,7.3,4438,66832,-
1304,127,2,9.0,7,260,692,720,9.5,4844,71270,-
1361,132,2,9.0,7,85,253,847,10.7,1771,76114,-
1389,134,2,9.0,8,175,449,740,9.2,3592,77885,-
1427,137,2,9.0,5,181,560,616,11.1,2800,81477,-
1464,141,2,9.0,5,82,308,702,13.5,1540,84277,-
1496,146,2,9.0,2,85,462,508,19.5,924,85817,-
1521,149,2,9.0,3,181,732,437,14.5,2196,86741,-
1558,153,2,9.838235294117647,2,66,267,436,14.5,534,88937,-
1620,168,2,10.0,4,219,822,542,13.5,3288,89471,-
1664,172,2,10.0,12,172,250,627,5.2,3000,92759,-
1699,175,2,10.0,11,184,351,782,6.8,3861,95759,-
1744,178,2,10.0,12,68,130,847,6.8,1560,99620,-
1765,180,3,10.040816326530612,5,244,697,545,10.2,3485,101180,-
1913,198,3,11.0,6,137,347,578,9.1,2082,104665,-
1997,206,3,11.0,14,91,150,830,5.9,2100,106747,-
2067,211,3,11.0,4,68,199,476,10.5,796,108847,-
2137,226,3,13.0,6,74,231,778,11.2,1386,109643,-
2761,336,5,16.26388888888889,4,71,307,659,15.5,1228,111029,-
2945,356,5,17.0,8,70,160,668,8.2,1280,112257,-
2990,360,6,17.0,3,60,258,540,15.4,774,113537,-
3031,370,6,17.0,8,107,280,807,9.4,2240,114311,-
3144,382,6,17.0,0,61,458,236,27.0,0,116551,-
3326,406,6,18.0,0,65,420,110,23.2,0,116551,-
3330,407,6,18.0,1,97,578,296,21.4,578,116551,-
3385,421,7,18.0,1,70,445,411,22.8,445,117129,-
3781,465,7,19.0,2,68,334,423,17.6,668,117574,-
3879,477,7,19.0,2,74,386,535,18.7,772,118242,-
4011,491,8,19.0,2,72,350,500,17.5,700,119014,-
4063,498,8,19.0,15,90,152,960,6.0,2280,119714,-
4093,500,8,19.0,7,499,830,425,5.9,5810,121994,-
4187,510,8,19.0,6,460,1165,563,9.1,6990,127804,-
4272,517,8,18.03472222222222,6,143,399,629,10.0,2394,134794,-
4321,523,8,18.0,5,154,422,514,9.8,2110,137188,-
4374,532,8,18.0,7,61,208,885,12.2,1456,139298,-
4392,533,8,18.0,6,106,288,611,9.7,1728,140754,-
4532,549,9,19.0,3,107,337,437,11.3,1011,142482,-
4585,553,9,19.0,6,69,199,678,10.3,1194,143493,-
4606,558,9,19.0,5,103,284,524,9.9,1420,144687,-
4684,597,9,18.0,4,113,363,509,11.5,1452,146107,-
4713,599,9,18.0,6,124,370,667,10.7,2220,147559,-
4747,602,10,18.0,3,277,959,493,12.4,2877,149779,-
4808,608,10,17.0,5,155,411,557,9.5,2055,152656,-
4852,612,10,17.0,11,71,116,659,5.8,1276,154711,-
4979,629,10,17.0,7,331,766,619,8.3,5362,155987,-
5049,636,10,17.0,2,60,288,360,17.2,576,161349,-
5092,645,10,15.0,2,66,287,436,15.6,574,161925,-
5124,655,10,15.0,8,104,249,692,8.6,1992,162499,-
5150,657,10,15.0,5,76,239,615,11.3,1195,164491,-
5175,660,11,15.0,3,62,320,580,18.5,960,165686,-
5207,665,11,15.0,9,98,203,697,7.4,1827,166646,-
5230,667,11,15.0,13,60,106,840,6.3,1378,168473,-
5265,669,11,15.0,3,106,367,475,12.4,1101,169851,-
5281,671,11,15.0,7,107,273,672,9.1,1911,170952,-
5307,676,11,15.0,13,92,183,978,7.1,2379,172863,-
5342,678,11,15.0,5,68,246,688,13.0,1230,175242,-
5356,679,11,15.0,11,76,163,852,7.7,1793,176472,-
5407,684,11,15.0,7,102,283,705,9.9,1981,178265,-
5553,700,11,14.0,2,102,416,352,14.6,832,180246,-
5728,727,12,14.0,6,65,149,553,8.2,894,181078,-
5742,728,12,13.931034482758621,3,86,377,502,15.7,1131,181972,-
5906,743,12,13.0,6,124,333,580,9.6,1998,183103,-
6097,764,12,12.0,7,169,420,639,8.9,2940,185101,-
6177,770,12,12.0,6,64,161,618,9.0,966,188041,-
6191,771,12,12.0,6,160,416,630,9.3,2496,189007,-
6238,775,12,12.0,3,477,1743,475,13.1,5229,191503,-
6315,783,13,12.0,2,215,879,385,14.7,1758,196732,-
6399,799,13,10.0,11,63,140,914,8.0,1540,198490,-
6464,803,13,10.0,2,60,314,480,18.8,628,200030,-
14,2,0,8.0,6,651,1774,647,9.8,10644,0,4
134,14,0,8.0,3,122,506,472,14.9,1518,10644,-
151,16,0,8.0,4,106,387,577,13.1,1548,12162,-
174,18,0,8.0,6,243,710,711,10.5,4260,13710,-
245,25,0,8.0,6,65,239,830,13.2,1434,17970,-
290,29,0,8.0,2,116,586,372,18.1,1172,19404,-
408,46,0,8.0,2,100,437,468,15.7,874,20576,-
452,50,0,8.0,5,106,400,747,13.5,2000,21450,-
159,21,0,13.0,3,223,803,435,12.9,2409,0,-
345,38,0,14.0,3,126,510,485,14.5,1530,2409,-
367,41,0,14.0,3,63,354,685,20.2,1062,3939,-
414,44,0,14.0,6,125,434,806,12.4,2604,5001,-
463,49,0,14.0,5,91,289,632,11.4,1445,7605,-
555,59,0,14.952380952380953,7,605,1205,565,7.1,8435,9050,4
647,70,1,15.0,2,178,898,505,18.1,1796,17485,-
685,74,1,15.0,3,205,969,579,17.0,2907,19281,-
763,87,1,15.0,4,117,410,584,12.6,1640,22188,-
788,90,1,15.0,3,258,809,446,11.2,2427,23828,-
840,96,1,15.0,3,72,391,600,19.5,1173,26255,-
855,98,1,15.0,3,378,1491,514,14.2,4473,27428,-
931,107,1,15.0,4,66,291,763,15.8,1164,31901,-
946,108,1,15.0,4,95,353,644,13.3,1412,33065,-
977,116,1,15.359712230215827,8,327,816,726,8.9,6528,34477,-
1044,122,2,16.0,4,139,536,621,13.8,2144,41005,-
1077,126,2,16.0,7,86,256,795,10.7,1792,43149,-
1098,127,2,16.0,5,119,384,665,11.6,1920,44941,-
1138,147,2,16.0,1,83,546,303,23.6,546,46861,-
1166,151,2,17.0,5,80,328,765,14.7,1640,47407,-
1237,162,2,17.0,6,75,209,672,10.0,1254,49047,-
1257,164,2,17.0,6,441,1336,661,10.9,8016,50301,4
1382,179,2,18.387096774193548,4,123,394,556,11.5,1576,58317,-
1404,182,3,19.0,5,347,1030,632,10.6,5150,59893,-
1470,188,3,19.0,2,90,446,520,17.8,892,65043,-
1490,190,3,19.0,3,76,306,568,14.4,918,65935,-
1504,192,3,19.0,2,106,529,475,17.9,1058,66853,-
1521,194,3,19.0,3,60,330,600,19.8,990,67911,-
1566,200,3,19.0,2,66,337,490,18.3,674,68901,-
1591,203,3,19.0,2,166,692,433,15.0,1384,69575,-
1639,210,3,18.0,1,92,245,117,9.5,245,70959,-
1656,213,3,18.0,5,153,472,564,11.1,2360,71204,-
1682,216,3,18.0,3,139,520,414,13.4,1560,73564,-
1704,220,3,18.0,8,181,431,696,8.5,3448,75124,-
1743,224,3,18.0,7,142,381,684,9.6,2667,78572,-
1774,227,3,18.0,3,217,761,447,12.6,2283,81239,-
1811,233,3,18.0,6,219,465,460,7.6,2790,83522,-
1842,237,3,18.0,4,494,1557,539,11.3,6228,86312,-
1927,246,4,18.0,2,209,915,378,15.7,1830,92540,-
1974,251,4,18.0,3,349,1039,381,10.7,3117,94370,-
2027,259,4,18.0,1,62,408,406,23.6,408,97487,-
2038,264,4,18.0,3,148,570,510,13.8,1710,97895,-
2066,269,4,18.82,4,107,369,571,12.4,1476,99605,-
2086,271,4,19.0,5,534,1279,451,8.6,6395,101081,-
2198,293,4,19.0,7,539,1196,574,7.9,8372,107476,4
2292,305,5,19.0,7,191,489,659,9.2,3423,115848,-
2343,312,5,19.0,7,196,308,422,5.6,2156,119271,-
2369,316,5,19.0,3,96,383,450,14.3,1149,121427,-
2391,335,5,19.0,8,412,732,533,6.3,5856,122576,-
2454,342,5,19.0,4,404,1187,436,10.5,4748,128432,-
2510,349,5,19.0,4,87,279,496,11.5,1116,133180,-
2522,351,5,19.0,2,64,247,393,13.8,494,134296,-
2531,353,5,19.0,3,69,255,417,13.3,765,134790,-
2549,357,5,19.0,1,84,372,300,15.9,372,135555,-
2571,364,6,19.0,2,170,269,127,5.6,538,135927,-
2593,372,6,20.0,5,371,882,475,8.5,4410,136465,-
2687,385,6,20.0,2,147,266,171,6.5,532,140875,-
2698,388,6,20.0,5,186,360,367,6.9,1800,141407,-
2720,391,6,20.0,2,115,402,375,12.5,804,143207,-
2741,395,6,20.0,5,261,704,537,9.7,3520,144011,-
2782,400,6,20.0,4,156,424,484,9.7,1696,147531,-
2809,404,6,20.0,6,263,648,533,8.8,3888,149227,-
